"'Allo 'Allo!","[to Herr Flick and von Smallhausen]::Officer Crabtree","Good moaning, Herr Flock. And von Smellhorsen."
"'Allo 'Allo!","[Officer Crabtree is standing inside the pissoir, using it, when it is demolished by Edith driving Lieutenant Gruber's little tank]::Officer Crabtree","[climbing out of the rubble] There is obviously no piss for the wicked."
"'Allo 'Allo!","[the airmen have come downstairs, minus their mustaches, dressed as serving girls]::Flying Officer Fairfax","Carstairs, you're standing like a tart again.::[Carstairs drops his arm to his side]::Edith: [looking the airmen up and down] No one will suspect them. They look just like the staff.::René: Edith, the Germans *take* the staff upstairs from time to time. If they took these two upstairs, do you not think that their suspicions will be aroused?::Yvette Carte-Blanche: We are much more attractive. They will take us.::René: And suppose there is a rush?::Flying Officer Carstairs: What are they saying, Fairfax?::Flying Officer Fairfax: I've no idea - it's all in French."
"'Allo 'Allo!","[the airmen have entered the cafe disguised as pallbearers, when a squad of Germans arrive]::Flying Officer Carstairs","What's going on?::Michelle Dubois: [English accent] Jerries. Keep quite or you'll be shot.::Flying Officer Fairfax: [looking down] We're wearing the right clobber for it."
"'Allo 'Allo!","[repeated line]::Capt. Hans Geering","[shouts] 'tler!"
"'Allo 'Allo!","[Edith has devised a plan to help get the airmen to the P.O.W. camp via the graveyard]::René","Edith, if this plan fails, there will not be a wall in Nuvion big enough to shoot us all against."
"'Allo 'Allo!","Flying Officer Carstairs","Look at my knees [lifts up his ""skirt""]::René: Why is he showing you his knees?::Michelle Dubois: He was a scrubber at ze nunnery.::René: No wonder they threw him out."
"'Allo 'Allo!","[to a member of the Communist Resistance]::Capt. Bertorelli","You are a beyoodiful lyedee, but what a cow."
"'Allo 'Allo!","[Michelle is disguised as a window cleaner]::René","Hang on a minute. You have not finished my windows.::Michelle Dubois: Screw your windows!"
"'Allo 'Allo!","[repeated line]::Monsieur Alfonse","Oh, my dicky ticker!"
"'Allo 'Allo!","Officer Crabtree","I was pissing by the door when I heard a shat."
"'Allo 'Allo!","Officer Crabtree","I was pissing by the door, when I heard two shats. You are holding in your hand a smoking goon; you are clearly the guilty potty."
"'Allo 'Allo!","Gen. Von Klinkerhoffen","Heil Hitler!::Officer Crabtree: Hole Hotler!"
"'Allo 'Allo!","Officer Crabtree","My lips are soiled."
"'Allo 'Allo!","Yvette Carte-Blanche","What is happening?::Maria Recamier: We were both aroused by the banging.::Edith: I too was aroused by the banging.::Roger Leclerc: I was aroused when I saw the girls with the candles."
"'Allo 'Allo!","Monsieur Alfonse","Perhaps Madame Edith will make me the happiest man alive...::René: I thought you wanted to marry her?"
"'Allo 'Allo!","Herr Flick","I have a box of sharp needles somewhere. [opens a drawer] Ah, here they are.::Helga: What have you in mind, Herr Flick?::Herr Flick: I have an excellent gramophone and many old records of Hitler's speeches. They are quite amusing.::Helga: Hitler's speeches quite amusing?::Herr Flick: Played at double speed, he sounds like Donald Duck."
"'Allo 'Allo!","[Hans has accidentally run over Herr Flick's car with a steamroller]::Herr Flick","This is very serious! The Gestapo is only insured for third party!"
"'Allo 'Allo!","Herr Flick","[to the tune of the Hokey Pokey] You put your right boot in, you take your right boot out, you do a lot of shouting and you shake your fists about. You light a little smokie and you burn down ze town, zat's vot it's all about. Ah, Himmler, Himmler, Himmler...::[cut off by telephone]"
"'Allo 'Allo!","René","[to wife Edith] Youuuuuu stupid woman!"
"'Allo 'Allo!","[repeated line]::René","Oh, 'eck!"
"'Allo 'Allo!","Herr Flick","I will not be reporting this incident to Berlin. I do not wish to look a right 'nana."
"'Allo 'Allo!","Capt. Hans Geering","Do you not see that if you kill him with the pill from the till by making with it the drug in the jug, then you need not light the candle with the handle on the gateau from the chateau!::René: Simple plans are always the best."
"'Allo 'Allo!","René","But you won't shoot me?::Col. Von Strom: That goes without saying.::René: I would feel better if you said it, just the same."
"'Allo 'Allo!","[repeated line]::René","[to Madame Fanny] You silly old bat!"
"'Allo 'Allo!","Col. Von Strom","[about Hitler] Do you think he has a screw loose?::Gen. Von Klinkerhoffen: In my opinion, a whole Meccano set is falling apart in there!"
"'Allo 'Allo!","Lt. Hubert Gruber","Would you like to come for a ride in my little tank?"
"'Allo 'Allo!","René","But if Herr Flick knows about that he will shoot me... slowly and painfully."
"A Fistful of Francs","[Helga finds a tulip in her food]::Private Helga Geerhart","What an interesting looking sauce.::Herr Engelbert von Smallhausen: It is hollandaise.::Herr Otto Flick: An unusual recipe, known only to Von Smallhausen and the inmates of the Amsterdam nuthouse."
"A Winkle in Time","[the British have just invaded occupied France. As General Von Klinkerhoffen is surrendering to the British Commander, he notices Lieutenant Gruber and Colonel Von Strohm trying to escape, dressed as British airmen]::General Erich von Klinkerhoffen","[in German] Impersonating British Airmen! This may well be held against you!::Lieutenant Hubert Gruber: [feigning a British accent] Sorry, old boy, don't speak a word of the lingo!::General Erich von Klinkerhoffen: Nice try."
"A Winkle in Time","[Last Lines. Rene, stealing Lieutennant Gruber's car, is finally running away with Yvette, something he has been promising to do for the entire series run]::Edith Artois","Rene! What are you doing with that serving girl?::René Artois: You stupid woman! Can you not see? I am eloping!"
"A Winkle in Time","[Upon occupying Nouvion, the British commander presents Rene with a medal]::Major Twistleton-Smythe","Ree-nee Ah-toys, in recognition of your daring work for the resistance, I'm empowered by his majesty, King George, to award you the MBF medal, or ""Magnificent Brother of France.""::René Artois: [Excited] Oh, Thank you!::Major Twistleton-Smythe: [aside, to his 2nd in command] Don't tell him it really stands for ""Mad Bloody Frog."""
"A Winkle in Time","Officer Crabtree","I have a mop. Would you like to take a leak?"
"Camp Dance","Captain Hans Geering","[Hans was last seen being catapulted over the fence of a German POW camp, disguised as a British airman. Now, the Colonel and the others are picking up a suspicious transmission on the radio in Lieutenant Gruber's tank] Hello? Hello? Hello?::Colonel Kurt von Strohm: This is Colonel Von Strohm. Whose talking?::Captain Hans Geering: Captain Hans Geering!::Colonel Kurt von Strohm: Hans! Thank heavens you're safe! What happened to you?::Captain Hans Geering: Um... The resistance took me away.::Colonel Kurt von Strohm: [to Rene and the others] He's in the hands of the resistance. They'll be wanting a ransom. [Into the microphone] Hans, can you give us your present position?::Captain Hans Geering: Uh... In the markets, overlooking Picadilly Circus [several corroborating background noises follow]::Colonel Kurt von Strohm: What happened?::Captain Hans Geering: I'm afraid the war is over for me, Colonel. The resistance mistook me for a British airman and sent me back to England.::Colonel Kurt von Strohm: Then you must escape and get back here, as soon as possible!::Captain Hans Geering: Um... That will not be easy, Colonel. You see, I do not have my spectacles.::Colonel Kurt von Strohm: Hans, what am I going to tell the general?::Captain Hans Geering: Well, um... tell him that the food is very good and the British think they're going to win. Over and out!::Colonel Kurt von Strohm: Hans? Hans? [Stands fiddling with the radio knobs, but doesn't get a reply] Hans! [Realizing that his friend is gone for good] Hans... [credits roll]"
"Communists in the Cupboard","Lieutenant Hubert Gruber","Had it not been for you, René, those Communist girls would have shot us out of hand. How can I ever express my gratitude?::René Artois: Just do not mention it to anyone, lieutenant. Especially if they are French."
"Communists in the Cupboard","Private Helga Geerhart","Who would have the temerity to do such a wicked deed?::Herr Otto Flick: Someone who hates me.::Private Helga Geerhart: Everybody hates you."
"Communists in the Cupboard","[to Monsieur Leclerq]::René Artois","You are covered in cobwebs. Have you been standing still again?"
"Enter Denise","[René and Mimi are embracing each other]::Mimi Labonq","I cannot hear your heart.::René Artois: That is because you are listening to my appendix."
"Enter Denise","[Herr Flick and Von Smallhausen are playing poker]::Herr Otto Flick","How dare you try to bluff a senior Gestapo officer with a pair of tens? I have won.::Herr Engelbert von Smallhausen: Am I allowed to see your hand, Herr Flick?::Herr Otto Flick: No. You have lost. I get your Gestapo pen and pencil set."
"Feathers","[about Monsieur Alphonse, who they believe to be dead]::Herr Engelbert von Smallhausen","Did he die under suspicious circumstances?::Herr Otto Flick: I would hardly call an exploding bedpan an everyday occurrence."
"Flight of Fancy","René","Yvette, Maria, will you help this exceedingly ancient woman before she kicks the bucket in my café?"
"Forged Francs & Fishsellers","[attemping to sell fish at the town square]::Herr Otto Flick","I have the winkles, I have the winkles, alive, alive!::Herr Engelbert von Smallhausen: I have the crabs, I have the crabs, alive, alive!"
"Forged Francs & Fishsellers","Capt. Bertorelli","I can put-a you in the you-know-what and you not come-a out smell-a de roses!"
"Gruber Does Some Mincing","Col. Kurt von Strohm","You are combing your hair very nicely, Hans.::Capt. Hans Geering: Thank you, Colonel. I see you have polished your head."
"Herr Flick's Revenge","Col. Von Strom","You are exceeding your authority. The Gestapo has no jurisdiction over senior officers of the German Army.::Capt. Hans Geering: Or junior officers.::René: What about café owners?::Capt. Hans Geering: They can do what they like with them."
"Herr Flick's Revenge","Monsieur Alfonse","[René has returned to the café disguised as a resistance girl] Thank God he is safe. The bravest transvestite in all of France."
"Herr Flick's Revenge","[Helga has come to the cafe to talk to René, when a clattering noise is heard from outside]::Helga","What was that?::René: Just the phantoms falling over the dustbins."
"Leg It to Spain!","[Gruber has just warned Rene that Captain Bertorelli will be proposing to Edith, and Michelle tells her she must accept for The Resistance]::Captain Alberto Bertorelli","I don't-a beat about the bush, Madame Edith.::Edith Artois: [Resigned] I accept.::Captain Alberto Bertorelli: I come here today to ask for your hand in marriage.::Edith Artois: I accept.::Captain Alberto Bertorelli: Together we have a wonderful-a time together! We go for walks in the moonlight! We kiss with the passion under the stars!::Edith Artois: I accept!::Captain Alberto Bertorelli: Then we come home, and count-a the takings from the till. I go on my bended knees, please say yes!::Edith Artois: I already said yes, were you not listening?"
"Mines Away!","[Von Smallhausen has been squashed by the bell of the church]::Herr Engelbert von Smallhausen","I have a very sore head.::Herr Otto Flick: That is the least of your problems. You have been squashed well below the minimum height required for members of the Gestapo."
"No Hiding Place","René Artois","Excuse me, is this the secret hideout of the Gestapo?::Herr Engelbert von Smallhausen: It was, until now."
"No Hiding Place","[to a communist girl, while being disguised]::René Artois","Can't you see that I am my father?"
"No Hiding Place","Flying Officer Fairfax","[speaking to Edith] Goee walkee, findee jerry, givee upee.::Flying Officer Carstairs: She's not Chinese, you know."
"Parade of Prams","[Michelle gave René a suicide pill which he doesn't want to use]::René Artois","I am not taking this pill. Edith, help me!::Edith Artois: I will get you a glass of water."
"Pigeon Post","Col. Von Strom","[to René] If you do not get us the uniforms back, you will be shot!::Capt. Hans Geering: Up against the wall, with guns."
"Pigeon Post","Michelle Dubois","To avoid suspicion, you will be disguised as a small boy.::Maria Recamier: But why can't I be disguised as a small girl?::Michelle Dubois: Because you *are* a small girl."
"Pigeon Post","[first lines]::René Artois","My name is Rene, this is my cafe. But at the moment, my life is one big problem. You see, I have to be nice to the Germans. They are my customers, they are winning the war, so if I am not nice to them, they will shoot me. I have to be nice to The Resistance.::Edith Artois: Otherwise they will shoot him for being nice to the Germans!::[his wife Edith leaves]::René Artois: I have to be nice to my wife because if she finds out I'm having an affair with Yvette, she will shoot me. If Yvette finds out I'm having an affair with Maria, she will shoot me. Now, Otto Flick, the Gestapo officer, is having dinner in the back room. Upstairs are two German officers in their underwear because I have borrowed their uniforms to help two British airmen to escape. The pianist over there is in fact a forger for The Maquis. And the German officer at that table...::[Camera pans over to Lt. Gruber, who smiles at Rene]::René Artois: ...fancies me. And it is only Tuesday."
"Pretty Maids All in a Row","Officer Crabtree","[Edith has just pretended to shoot two British airmen, dressed as hookers, and the given the gun back to Hans] I was pissing by the door when I heard two shats.::Officer Crabtree: [Gesturing to Hans] You hold in your hind a smooking goon. You are clearly the guilty potty."
"Prior Engagements","[Gruber has just warned Rene that Captain Bertorelli will be proposing to Edith, and Michelle tells her she must accept for The Resistance]::Captain Alberto Bertorelli","[Bertorelli walks in] I don't-a beat about the bush, Madame Edith.::Edith Artois: [Resigned] I accept.::Captain Alberto Bertorelli: I come here today to ask for your hand in marriage.::Edith Artois: I accept.::Captain Alberto Bertorelli: Together we have a wonderful-a time together! We go for walks in the moonlight! We kiss with the passion under the stars!::Edith Artois: I accept!::Captain Alberto Bertorelli: Then we come home, and count-a the takings from the till. I go on my bended knees, please say yes!::Edith Artois: I already said yes, were you not listening?"
"Reds Nick Colonel","Col. Von Strom","You must be very careful with the painting of the Fallen Madonna with the Big Boobies.::Capt. Hans Geering: It is our retirement fund.::Col. Von Strom: OUR retirement fund? I found it!::Capt. Hans Geering: Yes. But I know about it."
"Reds Nick Colonel","René","May I tell you a little legend, Colonel? It is said that these champagne glasses were modeled on the bosom of Marie Antoinette.::Capt. Hans Geering: They should have modeled them on Helga's bosom. We would have got a bigger drink."
"Six Big Boobies","Col. Von Strom","If you will tell me the names of the Resistance leaders, I will see that you are protected.::René: Protected? Against who?::Col. Von Strom: Me.::René: But, colonel, I do not know their names! They are mostly girls. They wear McIntoshes and little short white socks and berets like any other French girl. And they only reveal themselves at night.::Capt. Hans Geering: Like any other French girl.::Col. Von Strom: I wish I could get my hands on them.::Capt. Hans Geering: We both do."
"Six Big Boobies","[the airmen are unhappy about being dressed as nuns]::Flying Officer Carstairs","Fella keeps trying to chat us up.::Michelle Dubois: [English accent] Didn't they suspect the moustache?::Flying Officer Carstairs: If you think mine's big, you should see the Mother Superior's."
"Six Big Boobies","[inspecting the paintings of the Fallen Madonna]::Lieutenant Hubert Gruber","This is an early van Klomp...::Herr Otto Flick: How do you know?::Lieutenant Hubert Gruber: When he was taller, he signed his paintings further up."
"Swiftly and with Style","Officer Crabtree","I have good nose.::René: Yes, you are very handsome...::Officer Crabtree: The troon has been bummed by the RAF."
"The British Are Coming","René","This is my wife, Edith. I have told her everything.::Michelle Dubois: Will she talk?::René: Incessantly. But not about anything important."
"The British Are Coming","[Herr Flick has arrived to see the Colonel]::Helga","Do you have an appointment?::Herr Flick: I am Otto Flick of the Gestapo.::Helga: Oh, you don't need an appointment."
"The British Are Coming","René","Good evening, Herr Lieutenant. What is your pleasure?::Lt. Hubert Gruber: I would like a cognac, if you please?::René: Maria, cognac for the officer. If you would like to, eh::Lt. Hubert Gruber: Why not, why not?::René: [René puts down the cognac. Lt. Hubert Gruber reaches into his pocket and produces a cigar. René mistakes Lt. Hubert Gruber for Leclerc] I - I - I expect you would like a light?::Lt. Hubert Gruber: Thank you, you're very kind.::René: I have no matches.::Lt. Hubert Gruber: Then why do you ask me if I would like a light?::René: I'm very sorry.::Lt. Hubert Gruber: If you have no matches... if you have no matches, take mine. I have a spare box.::René: Are you one of them?::Lt. Hubert Gruber: Well, it... it was very lonely on the Russian front.::Roger Leclerc: A cognac, if you please?::René: Maria, a cognac.::Roger Leclerc: [Roger Leclerc reaches into his pocket and produces a cigar. Lt. Hubert Gruber notices and lights Leclerc's cigar. Roger Leclerc to René] Do you have a light?::Lt. Hubert Gruber: What do you want a light for? I just lit it.::Roger Leclerc: Well, I don't want a light, I just wondered... if he had a light.::René: I have no matches.::Lt. Hubert Gruber: I've just given you some matches!::René: These are your matches! They're not my matches.::Roger Leclerc: [to René] Is he one of us?::René: No, he's one of them.::Roger Leclerc: Please do not tell everybody!"
"The Crooked Fences","Michelle Dubois","[to Edith] Look, do not get sarcastic with me. You come and run the Resistance and I'll come and sing in the café, off the note.::Edith: [outraged] How dare you!"
"The Execution","[Fairfax and Carstairs are lying in Madame Fanny's bed]::Flying Officer Fairfax","If the Jerries find us dressed in civvies, it would take a lot of explaining.::Flying Officer Carstairs: If they found us in bed with each other, it would take even more explaining.::Flying Officer Fairfax: Carstairs, are you a grammar-school boy?::Flying Officer Carstairs: [shocked] How do you know?::Flying Officer Fairfax: You're wearing your socks in bed."
"The Execution","Col. Von Strom","Helga. How did you get up to that little window?::Helga: I am standing on a peasant."
"The Flying Nun","Gen. Von Klinkerhoffen","Unfortunately the Führer has more confidence in his astrologers than in his generals. He is waiting for an omen to start the invasion.::[Mimi, dressed as a nun and attached to a kite, floats past the car.]::Col. Von Strom: Would he regard a flying nun as a good omen?"
"The Funeral","René","Yes, we are both from Nancy. We're just a couple of Nancy boys."
"The Gateau from the Chateau","Capt. Hans Geering","René, that is the jug with the drug.::René: After all that has happened, I could use a little aspirin."
